,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,SystemReference,Size,SizeType,Mass
799,,Stephanoxis.lalandi,Stephanoxis,lalandi,Stephanoxis lalandi,hum,6,"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.",2.8,Mass,
800,,Sterictophora.sp,Sterictophora,sp,Sterictophora sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
801,Lepidoptera,Synanthedon.albicornis,Synanthedon,albicornis,Synanthedon albicornis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",19,WS,
802,Lepidoptera,Syngrapha.borea,Syngrapha,borea,Syngrapha borea,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",32.5,WS,
803,Lepidoptera,Syngrapha.u-aureum,Syngrapha,u-aureum,Syngrapha u-aureum,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",35,WS,
804,Diptera,Syritta.pipiens,Syritta,pipiens,Syritta pipiens,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",7.5,BL,
805,Diptera,Syritta.pipiens,Syritta,pipiens,Syritta pipiens,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.5,BL,
806,Diptera,Syritta.pipiens,Syritta,pipiens,Syritta pipiens,otw,4,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",7.5,BL,
807,Diptera,Syritta.pipiens,Syritta,pipiens,Syritta pipiens,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7.5,BL,
808,Diptera,Syritta.rectus,Syritta,rectus,Syritta rectus,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8,BL,
809,Diptera,Syrphus.amalopis,Syrphus,amalopis,Syrphus amalopis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
810,Diptera,Syrphus.nitens,Syrphus,nitens,Syrphus nitens,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
811,Diptera,Syrphus.opinator,Syrphus,opinator,Syrphus opinator,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.5,BL,
812,Diptera,Syrphus.sp,Syrphus,sp,Syrphus sp,snk,4,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
813,Diptera,Syrphus.sp,Syrphus,sp,Syrphus sp,bfi,2,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",10,BL,
814,Diptera,Syrphus.sp,Syrphus,sp,Syrphus sp,hnk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
815,Diptera,Syrphus.torvus,Syrphus,torvus,Syrphus torvus,otw,2,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.6,HW,
816,Diptera,Syrphus.torvus,Syrphus,torvus,Syrphus torvus,bfi,3,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",3.6,HW,
817,Diptera,Systoechus.vulgaris,Systoechus,vulgaris,Systoechus vulgaris,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL,
818,Diptera,Tabanus.rhombicus,Tabanus,rhombicus,Tabanus rhombicus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14,BL,
819,Diptera,Tabanus.sp,Tabanus,sp,Tabanus sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.5,BL,
820,Diptera,Tachina.algens,Tachina,algens,Tachina algens,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL,
821,Diptera,Temnostoma.aequale,Temnostoma,aequale,Temnostoma aequale,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16.7,BL,
822,Diptera,Temnostoma.alternans,Temnostoma,alternans,Temnostoma alternans,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",20,BL,
823,Diptera,Temnostoma.balyras,Temnostoma,balyras,Temnostoma balyras,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL,
824,Diptera,Temnostoma.barberi,Temnostoma,barberi,Temnostoma barberi,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",11.75,BL,
825,Diptera,Temnostoma.sp,Temnostoma,sp,Temnostoma sp,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,16.7,BL,
826,Diptera,Temnostoma.sp,Temnostoma,sp,Temnostoma sp,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,16.7,BL,
827,Hymenoptera,Tenthredella.flavomarginis,Tenthredella,flavomarginis,Tenthredella flavomarginis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11.25,BL,
828,Hymenoptera,Tenthredella.unicincta,Tenthredella,unicincta,Tenthredella unicincta,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11.25,BL,
829,Diptera,Terellia.occidentalis,Terellia,occidentalis,Terellia occidentalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.5,BL,
830,Diptera,Tetanocera.ferruginea,Tetanocera,ferruginea,Tetanocera ferruginea,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",9.5,BL,
831,Hymenoptera,Tetragona.clavipes,Tetragona,clavipes,Tetragona clavipes,bbg,30,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.4,BL,
832,Hymenoptera,Tetragona.quadrangula,Tetragona,quadrangula,Tetragona quadrangula,cer,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.5,BL,
833,Coleoptera,Tetraopes.sp,Tetraopes,sp,Tetraopes sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL,
834,Hymenoptera,Tetrapedia.diversipes,Tetrapedia,diversipes,Tetrapedia diversipes,cer,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,2.11,ITD,
835,Hymenoptera,Tetrapedia.peckoltii,Tetrapedia,peckoltii,Tetrapedia peckoltii,cer,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL,
836,Hymenoptera,Tetrapedia.rugulosa,Tetrapedia,rugulosa,Tetrapedia rugulosa,bbg,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL,
837,Hymenoptera,Tetrapedia.sp,Tetrapedia,sp,Tetrapedia sp,bbg,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL,
838,Hymenoptera,Thalestria.spinosa,Thalestria,spinosa,Thalestria spinosa,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.5,BL,
839,,Thalurania.glaucopis,Thalurania,glaucopis,Thalurania glaucopis,hum,24,"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.",4.642857143,Mass,
840,Hemiptera,Thamnotettix.confinis,Thamnotettix,confinis,Thamnotettix confinis,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",5.75,BL,
841,Hymenoptera,Thectochlora.alaris,Thectochlora,alaris,Thectochlora alaris,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7,BL,
842,,Theventimtia.muricatus,Theventimtia,muricatus,Theventimtia muricatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
843,Hymenoptera,Thygater.analis,Thygater,analis,Thygater analis,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13,BL,
844,Lepidoptera,Thymelicus.lineola,Thymelicus,lineola,Thymelicus lineola,otw,2,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",28.5,WS,
845,Lepidoptera,Thymelicus.sp,Thymelicus,sp,Thymelicus sp,hnk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",28,WS,
846,Hemiptera,Thyreocoris.anthracina,Thyreocoris,anthracina,Thyreocoris anthracina,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.5,BL,
847,Thysanoptera,Thysanoptera.sp,Thysanoptera,sp,Thysanoptera sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",1.5,BL,
848,Hymenoptera,Titusella.pronitens,Titusella,pronitens,Titusella pronitens,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.25,BL,
849,Diptera,Toxomerus.floralis,Toxomerus,floralis,Toxomerus floralis,gsv,6,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7,BL,
850,Diptera,Toxomerus.geminatus,Toxomerus,geminatus,Toxomerus geminatus,nca,3,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6.75,BL,
851,Diptera,Toxomerus.marginatus,Toxomerus,marginatus,Toxomerus marginatus,bfi,1,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",8,BL,
852,Diptera,Toxomerus.marginatus,Toxomerus,marginatus,Toxomerus marginatus,otw,1,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",8,BL,
853,Diptera,Toxomerus.marginatus,Toxomerus,marginatus,Toxomerus marginatus,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",8,BL,
854,Coleoptera,Trachysida.aspera,Trachysida,aspera,Trachysida aspera,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",14,BL,
855,Coleoptera,Trichiotinus.affinis,Trichiotinus,affinis,Trichiotinus affinis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL,
856,Hymenoptera,Trichocerapis.mirabilis,Trichocerapis,mirabilis,Trichocerapis mirabilis,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13,BL,
857,Coleoptera,Trichodes.ornatus,Trichodes,ornatus,Trichodes ornatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
858,,Trichopticus.septentrionalis,Trichopticus,septentrionalis,Trichopticus septentrionalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
859,Hymenoptera,Trigona.amalthea,Trigona,amalthea,Trigona amalthea,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,2.3,ITD,
860,Hymenoptera,Trigona.angustula,Trigona,angustula,Trigona angustula,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7,BL,
861,Hymenoptera,Trigona.branneri,Trigona,branneri,Trigona branneri,bbg,11,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.88,BL,
862,Hymenoptera,Trigona.sp,Trigona,sp,Trigona sp,bbg,49,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7,BL,
863,Hymenoptera,Trigona.spinipes,Trigona,spinipes,Trigona spinipes,cer,14,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD,
864,Hymenoptera,Trigona.spinipes,Trigona,spinipes,Trigona spinipes,bbg,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD,
865,Hymenoptera,Trigonisca.pediculana,Trigonisca,pediculana,Trigonisca pediculana,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,3,BL,
866,Diptera,Tropidia.quadrata,Tropidia,quadrata,Tropidia quadrata,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9,BL,
867,Diptera,Tropidia.scita,Tropidia,scita,Tropidia scita,hnk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",6.41,BL,
868,Diptera,Tropidia.scita,Tropidia,scita,Tropidia scita,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",6.41,BL,
869,Hymenoptera,Tropidopedia.carinata,Tropidopedia,carinata,Tropidopedia carinata,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
870,Hymenoptera,Tropidopedia.flavolineata,Tropidopedia,flavolineata,Tropidopedia flavolineata,cer,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
871,Coleoptera,Tychius.stephensi,Tychius,stephensi,Tychius stephensi,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.3,BL,
872,,Unidentified.sp,Unidentified,sp,Unidentified sp,nca,1,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",NA,NA,
873,,Unidentified.sp,Unidentified,sp,Unidentified sp,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",NA,NA,
874,Lepidoptera,Urbanus.dorantes,Urbanus,dorantes,Urbanus dorantes,gsv,4,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",44,WS,
875,Lepidoptera,Urbanus.simplicius,Urbanus,simplicius,Urbanus simplicius,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",44,WS,
876,Hymenoptera,Vespa.germanica,Vespa,germanica,Vespa germanica,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL,
877,Hymenoptera,Vespula.pensylvanica,Vespula,pensylvanica,Vespula pensylvanica,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",19,BL,
878,Diptera,Volucella.bombylans,Volucella,bombylans,Volucella bombylans,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",14,BL,
879,Diptera,Volucella.bombylans,Volucella,bombylans,Volucella bombylans,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14,BL,
880,Diptera,Volucella.satur,Volucella,satur,Volucella satur,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL,
